campaign_id,model,seed,universe,total_steps,cumulative_return,sharpe_ratio,max_drawdown,mean_reward,asset_coverage,topm_hit_rate,candidate_hit_rate,time_to_first_promising,mean_latency_ms,episodes_to_convergence,train_reward_last,train_reward_mean,n_train_steps,timestamp_utc,duration_seconds,tag
v8_review3_D_cost10bp,D,42,nivel2,50000,-0.2818792645874421,-0.013274170152852559,0.5664952264463265,-0.05637585291748839,0.9,0.20238095238095238,0.4388888888888889,4.0,1.0026876973579564,20.0,0.3240057956786331,0.1055403777627438,50000,2026-08-04T02:27:36Z,88.28788020001957,D_cost10bp
v8_review3_D_cost10bp,D,123,nivel2,50000,0.06213367661896557,0.0032131995551612906,0.3223294447294853,0.012426735323793134,0.8333333333333334,0.18015873015873016,0.4579365079365079,1.0,1.0498301582946812,21.0,0.275428821034376,0.19552561328895357,50000,2026-08-04T02:28:48Z,72.0266990000382,D_cost10bp
v8_review3_D_cost10bp,D,456,nivel2,50000,0.8935703220015316,0.047686834439672705,0.2413266264881365,0.17871406440030635,0.8333333333333334,0.19523809523809524,0.4587301587301587,27.0,1.041918651187896,19.0,0.24615770959117653,0.1503562813288351,50000,2026-08-04T02:30:01Z,72.47565209999448,D_cost10bp
v8_review3_D_cost10bp,D,789,nivel2,50000,-0.5110015486948024,-0.027193185373951025,0.7014756759120093,-0.10220030973896047,0.8666666666666667,0.1738095238095238,0.45476190476190476,2.0,1.3149796821092004,-1.0,0.36271948472484544,0.10598670161299757,50000,2026-08-04T02:31:32Z,90.63023830001475,D_cost10bp
v8_review3_D_cost10bp,D,1024,nivel2,50000,-0.13577627369487,-0.006522182951188283,0.5873910117799728,-0.027155254738973945,0.8666666666666667,0.20317460317460317,0.4515873015873016,7.0,1.6944235702145047,19.0,0.360228284371633,0.1115277652983269,50000,2026-08-04T02:33:03Z,91.09896509995451,D_cost10bp
v8_review3_D_cost10bp,D,7,nivel2,50000,-0.009401817108759758,-0.0005061705492633002,0.5710718414891998,-0.0018803634217519293,0.8666666666666667,0.19444444444444445,0.4380952380952381,15.0,1.2256029368256263,-1.0,0.2537138595841907,0.1205056441548625,50000,2026-08-04T02:34:32Z,88.85919139999896,D_cost10bp
v8_review3_D_cost10bp,D,99,nivel2,50000,-0.3480868831674587,-0.017172095576373544,0.937131678690908,-0.06961737663349174,0.8333333333333334,0.18095238095238095,0.45396825396825397,5.0,1.2081246840627125,16.0,0.2882764852956261,0.11740229906708935,50000,2026-08-04T02:36:05Z,92.90434399998048,D_cost10bp
v8_review3_D_cost10bp,D,314,nivel2,50000,-0.08227546604108779,-0.003627143454155132,0.5628548459119429,-0.016455093208217482,0.8666666666666667,0.18571428571428572,0.4515873015873016,10.0,1.1698466662358167,22.0,0.24635626651573783,0.1091209143129497,50000,2026-08-04T02:37:33Z,87.56307260005269,D_cost10bp
v8_review3_D_cost10bp,D,1729,nivel2,50000,-0.4015715144718961,-0.020835634031622304,0.6810872551552254,-0.08031430289437924,0.8333333333333334,0.15873015873015872,0.43253968253968256,8.0,1.222908413102333,15.0,0.2582410276070828,0.16157612390029108,50000,2026-08-04T02:38:57Z,84.03826250002021,D_cost10bp
v8_review3_D_cost10bp,D,65535,nivel2,50000,0.09247235331386862,0.004519717914990746,0.4404092901504002,0.018494470662773772,0.8666666666666667,0.19444444444444445,0.44682539682539685,11.0,1.1891205556273077,21.0,0.27753183172127666,0.13245023003290193,50000,2026-08-04T02:40:23Z,85.65941730001941,D_cost10bp
v8_review3_R_cost10bp,R,42,nivel2,50000,-0.45194027403215076,-0.026186312094952133,0.9384834956312385,-0.09038805480643022,1.0,0.19603174603174603,0.45396825396825397,1.0,0.9813707926133204,-1.0,0.020882972973277958,-0.10943769676693124,50000,2026-08-04T02:41:36Z,72.03979589999653,R_cost10bp
v8_review3_R_cost10bp,R,123,nivel2,50000,-0.6379786757397967,-0.027442436269091763,0.9853777099621136,-0.12759573514795938,0.9666666666666667,0.1880952380952381,0.4650793650793651,6.0,0.9779713491240279,20.0,-0.1358603848388362,-0.12644243477638642,50000,2026-08-04T02:42:51Z,74.37528530001873,R_cost10bp
v8_review3_R_cost10bp,R,456,nivel2,50000,0.2630258751869085,0.013330179197119443,0.5749361789225067,0.05260517503738158,1.0,0.2007936507936508,0.45476190476190476,6.0,0.8423046815478878,1.0,-0.09464185887043003,-0.11138248317702855,50000,2026-08-04T02:44:06Z,75.25762950000353,R_cost10bp
v8_review3_R_cost10bp,R,789,nivel2,50000,-0.7743565900952885,-0.03859963032042484,0.939520717580802,-0.15487131801905776,1.0,0.176984126984127,0.45555555555555555,15.0,0.9077807136308698,3.0,-0.04208311770832829,-0.12901474645622332,50000,2026-08-04T02:45:13Z,66.87597709998954,R_cost10bp
v8_review3_R_cost10bp,R,1024,nivel2,50000,-0.8755282956098759,-0.04657833496186627,1.035837813200673,-0.17510565912197515,1.0,0.17777777777777778,0.4365079365079365,11.0,0.9195382537741569,10.0,-0.02676097777372885,-0.1040575103256007,50000,2026-08-04T02:46:24Z,70.09628249995876,R_cost10bp
v8_review3_R_cost10bp,R,7,nivel2,50000,-0.23218344846726263,-0.011826350262371417,0.46768130298878463,-0.04643668969345255,1.0,0.17936507936507937,0.44047619047619047,1.0,1.033772936410507,18.0,-0.11228763940405376,-0.13234153617534594,50000,2026-08-04T02:47:41Z,76.49522129999241,R_cost10bp
v8_review3_R_cost10bp,R,99,nivel2,50000,-0.8017429760973775,-0.043618538031743474,0.9711036667591657,-0.1603485952194755,1.0,0.18492063492063493,0.473015873015873,5.0,0.9177642043343641,-1.0,-0.0660809026056139,-0.08850948976134497,50000,2026-08-04T02:48:51Z,69.64677799999481,R_cost10bp
v8_review3_R_cost10bp,R,314,nivel2,50000,-0.30262922878897136,-0.016052076346111104,0.6756731059137103,-0.0605258457577942,1.0,0.18253968253968253,0.4444444444444444,1.0,0.9230367463296427,4.0,-0.05280631274430089,-0.11998347105943775,50000,2026-08-04T02:50:03Z,71.96583860000828,R_cost10bp
v8_review3_R_cost10bp,R,1729,nivel2,50000,-0.4030962308149985,-0.020856401928193862,0.6653761154518578,-0.08061924616299973,1.0,0.17222222222222222,0.4857142857142857,18.0,0.9157059531721715,-1.0,-0.10735354603071712,-0.09044135726055344,50000,2026-08-04T02:51:13Z,69.88361350004561,R_cost10bp
v8_review3_R_cost10bp,R,65535,nivel2,50000,-0.12414682376012212,-0.006776265215877798,0.4191563664929119,-0.024829364752024397,1.0,0.173015873015873,0.47063492063492063,9.0,1.0384269050850963,7.0,-0.07655739777459226,-0.09259487520264831,50000,2026-08-04T02:52:19Z,66.2660638000234,R_cost10bp
